name,phone,address,category,city,country,reason,date_found
Diyarbakir Sofrasi,+44 20 7723 1441,"458 Edgware Road, London",restaurant,London,GB,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Penang Satay House,+44 2083 408 707,"9 Turnpike Lane, London, N8 0EP",restaurant,London,GB,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Mazar Kabuli,+44 7718 182087,"69 Turnpike Lane, London, N8 0EE",restaurant,London,GB,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Moza,+44 20 8893 2001,"6 High Street, Feltham, TW13 4HT",restaurant,London,GB,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Bunz & Gunz,+44 20 8810 1991,"125 Uxbridge Road, London",restaurant,London,GB,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Persian Palace,+44 20 8840 2015,"143-145 Uxbridge Road, London, W13 9AU",restaurant,London,GB,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Dim Sum Duck,+44 20 7278 8878,"124 King's Cross Road, London, WC1X 9DS",restaurant,London,GB,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Golden Delight,+44 20 7237 7590,"130 Grange Road, London",restaurant,London,GB,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Chelo,+44 20 7289 1222,"8 Lauderdale Parade, London",restaurant,London,GB,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Moira,+44 20 7538 9001,"2 Mastmaker Road, London, E14 9AW",restaurant,London,GB,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Tannourine,+44 20 7018 0330,"334 Harrow Road, London",restaurant,London,GB,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Dhaanya,+44 20 7729 6898,"106 Hoxton Street, London, N1 6SG",restaurant,London,GB,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Flourish Kitchen,+44 20 3685 7795,"3 Brownhill Road, London, SE6 2HG",restaurant,London,GB,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Al Deewan,+44 20 7706 0022,"11 Sale Place, London",restaurant,London,GB,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Queen Of Sheba,+44 20 7402 6667,"3 - 4 Bouverie Place, London, W2 1RE",restaurant,London,GB,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Ryath Indian Tandoori,+44 20 7262 4621,"32 Norfolk Place, London",restaurant,London,GB,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Lezziz,+44 20 8446 6111,"361 Ballards Lane, London, N12 8LJ",restaurant,London,GB,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
AEDA London,+44 20 7402 6116,"28 Sussex Place, London",restaurant,London,GB,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Sfoglia Bologna,+44 20 7247 3354,"3 Middlesex Street, London, E1 7AA",restaurant,London,GB,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
LINNAEAN,+44 20 3993 6089,"2 New Union Square, London, SW11 7AX",restaurant,London,GB,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Alounak Restaurant,+44 20 7229 4158,"44 Westbourne Grove, London",restaurant,London,GB,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Jia - Dim Sum,+44 20 7584 7188,"1 Harrington Road, London, SW7 3ES",restaurant,London,GB,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Darby's,+44 20 7537 3111,"3 Viaduct Gardens, London, SW11 7AY",restaurant,London,GB,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Cocoro Kaiseki,+44 20 7221 9790,"45 Moscow Road, London",restaurant,London,GB,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Kung Fu Oriental Buffet,+44 20 7341 0849,"180-182 Earl's Court Road, London",restaurant,London,GB,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Granger and Co.,+44 20 7229 9111,"175 Westbourne Grove, London",restaurant,London,GB,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Franzos Green Street,+44 20 8472 2600,"11-13 Carlton Terrace, London, E7 8LH",restaurant,London,GB,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Pinnacle Grill & Restaurant,+44 1708 606 633,London,restaurant,London,GB,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Layang-Layang,+44 7432 482888,"23 Pembridge Road, London, W11 3HG",restaurant,London,GB,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
The Market Thai,+44 20 7460 8320,"240A Portobello Road, London, W11 1LL",restaurant,London,GB,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Saporitalia,+44 20 7243 3257,"271 Portobello Road, London, W11 1LR",restaurant,London,GB,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Portobello Garden Caffe,+44 20 7792 8419,"269b Portobello Road, London",restaurant,London,GB,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Kipferl,+44 20 8969 5852,"95 Golborne Road, London",restaurant,London,GB,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Poppy's,+44 20 8748 2351,"78 Glenthorne Road, London",restaurant,London,GB,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Your Mum's Kitchen,+44 20 3302 4390,"17 Goldhurst Terrace, London, NW6 3HX",restaurant,London,GB,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Ajimi Japanese Restaurant,+44 20 3062 9668,"116 Churchfield Road, London, W3 6BY",restaurant,London,GB,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Alounak,+44 20 7603 1130,"10 Russell Gardens, London",restaurant,London,GB,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Bullgogi Restaurant,+44 20 7792 1760,"145 Notting Hill Gate, London",restaurant,London,GB,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Khobkhun,+44 20 7584 9514,"9a Gloucester Road, London",restaurant,London,GB,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
L'Arte Della Pizza,+44 20 8940 5889,"1-2 Twickenham Road, Richmond, TW9 2SE",restaurant,London,GB,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Pizzeria San Vito,+44 20 3759 8956,"49 Beckenham Road, Beckenham, BR3 4PR",restaurant,London,GB,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Stick & Bowl,+44 20 7937 2778,"31 Kensington High Street, London, W8 5NP",restaurant,London,GB,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Vecchiomondo,+44 20 3582 0708,"118 Cromwell Road, London",restaurant,London,GB,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Mohsen,+44 20 7603 9888,"152 Warwick Road, London",restaurant,London,GB,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Bellingham Fish Bar,+44 20 8697 6431,"26 Randlesdown Road, London, SE6 3BT",restaurant,London,GB,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Espresso Pizza,+44 20 8889 9477,"110 Myddleton Road, London, N22 8NQ",restaurant,London,GB,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Thai Town,+44 20 8286 3681,"34 High Street Colliers Wood, London, SW19 2AB",restaurant,London,GB,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Steak & Oysters,+44 20 7341 4529,"231 Earl's Court Road, London",restaurant,London,GB,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Thali,+44 20 7373 2626,"166 Old Brompton Road, London",restaurant,London,GB,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Niu Ko,+44 20 3336 8158; +44 7765 555135,"111 Gloucester Road, London",restaurant,London,GB,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Ciro's Pizza Pomodoro,+44 20 7589 1278,"51 Beauchamp Place, London",restaurant,London,GB,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
My & Sanne,+44 20 7584 3369,"215 Brompton Road, London",restaurant,London,GB,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Faraya,+44 20 8616 0170,"55 Old Brompton Road, London, SW7 3JS",restaurant,London,GB,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Mandaloun,+44 20 7352 9797,"335 Fulham Road, London",restaurant,London,GB,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Lucio,+44 20 7823 3007,"257-259 Fulham Road, London",restaurant,London,GB,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
La Pizza & Pasta,+44 20 8470 9911,"538a Barking Road, London, E13 8QE",restaurant,London,GB,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Golden Grill,+44 20 8560 2947,"467 London Road, London, TW7 4BX",restaurant,London,GB,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
The Noshery,+44 20 8232 8618,"491A London Road, Isleworth, TW7 4DA",restaurant,London,GB,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
The Swan,+44 20 8560 8779,"465 London Road, London, TW7 4BX",restaurant,London,GB,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Captain Hooks Fish & Chips,+44 20 8560 0180,"13 St. John's Road, London, TW7 6NB",restaurant,London,GB,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
K2 Pizza,+44 20 8840 5504,"7 Leeland Road, London",restaurant,London,GB,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Acai Berry,+44 20 7351 0364,"247 King's Road, London",restaurant,London,GB,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Shahid Biryani,+44 20 8579 9500,"159 Uxbridge Road, London, W13 9AU",restaurant,London,GB,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Jannat,+44 1895 900575,"115 High Street, West Drayton, UB7 7QL",restaurant,London,GB,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Taste of Lahore,+44 20 3255 0038,"1 Broadway, London, W13 9DA",restaurant,London,GB,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Egyptian House,+44 20 8749 9070,"95 Bloemfontein Road, London",restaurant,London,GB,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Tai Won Mein,+44 20 8690 8238,"90-92 Rushey Green, London, SE6 4HW",restaurant,London,GB,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
La Crema,+44 20 8746 1119,"116 Uxbridge Road, London, W12 8AA",restaurant,London,GB,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Shabab Grill,+44 20 8743 3885,"33 Uxbridge Road, London",restaurant,London,GB,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Nuki's,+44 20 8579 2113,"58 Northfield Avenue, London, W13 9RR",restaurant,London,GB,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Happy Garden,+44 20 8567 9338,"20 Northfield Avenue, London, W13 9RJ",restaurant,London,GB,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Zgara Korcare,+44 20 8840 2000,"216 Northfield Avenue, London",restaurant,London,GB,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
